rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,product_title,product_description
5,It Works!,"I've been using this for years.  It works great and I have never had an issue with it on my skin.  For the folks saying it ruined their skin, I will direct you to the directions that clearly say do a test with a small area.",B01HVZQZ3W,B01HVZQZ3W,AFX6VULQVWYQ2UXW46ZZFZ5JELUA,1.66E+12,3,TRUE,Avon Skin So Soft Fresh & Smooth Sensitive Skin Facial Hair Removal Cream - Set of 3,[]
1,Low quality manufacturing,I got to use the shaver once.  Then it fell off the counter and broke.  I feel they could have manufactured it to be sturdier.,B083CZGMLN,B083CZGMLN,AE6NTWSDI4L36FT2OSPZ5NM73ULA,1.58E+12,0,TRUE,Cordless Body Hair Removal Device for Legs,[]
5,Very pretty,"My granddaughters are learning about makeup from what they see. I bought  this full set and they are pretty and perfect. It's a great way for us to teach them brushes are fun and knowing that looking more natural is  beautiful.  ages 3, 5, 8 & 9",B07HY8PGKK,B07HY8PGKK,AEIWJRDJN2RYGKGHVYB7KUR3ZR6A,1.65E+12,0,TRUE,"Easter Basket Stuffer for Girls, Make Up Brush Set, Mermaid Theme, 5pc","['Myxx. Start your mermaid day off with full set of thin applicator brushes, featuring shimmering turquoise mermaid tail handles. Bring the magic of these beautiful, mythical creatures into your morning routine and wow your friends with a unique and gorgeous brush set.']"
5,Wonderful scent,The bourbon cedar scent is amazing. Haven't tried the juniper tonic yet.,B074CLXQNP,B074CLXQNP,AF3OGESJPNGTUX775AQLUR6MXJXA,1.51E+12,0,TRUE,Olivina Men Bourbon Cedar and Juniper Tonic Deodorant Aluminum Free Deodorant For Men 3 Ounce (Pack of 2),[]
5,Fun!,"The girls that do you want to, absolutely enjoyed them. They had a lot of fun with them. Ages range from age 5 to age 10.",B0778G25S7,B0778G25S7,AE74P7O7JUMBSXP2ZUSZIV2JOGUA,1.57E+12,0,TRUE,"Cat Ears Headbands, Teenitor Elastic Women's Lovely Etti Hair Band, Wash Face Spa Headband-Washable Facial Band Makeup Wrap Headbands Christmas Gift Fits All Head Sizes, 5pcs",[]
5,Great product,Good product,B06XC95XQ8,B06XC95XQ8,AEMVVAU5ROKJK76IOHQKHEWRFLRA,1.59E+12,0,TRUE,"BEWAVE Barber Hair Sponge Brush Twist Make Dreads Locking Twist Coil Afro Curl Magic Locs Beauty Tool, 1 Pc",[]
4,Perfect,Perfect,B099BLC99J,B099BLC99J,AGLA7JXHSMCBA3VWQXAUMH3CJLGA,1.65E+12,0,TRUE,MANSCAPED® The Perfect Duo 4.0 Contains: The Lawn Mower™ 4.0 Waterproof Electric Trimmer and The Weed Whacker™ Nose and Ear Hair Trimmer,[]
4,Good,Good stage makeup,B01MY4I0IA,B01MY4I0IA,AG6OMXF6RKOIZF2GU2MSXZIRVFNA,1.58E+12,0,TRUE,"Full Coverage Cream Compact Foundation, Waterproof Long Wearing Matte Face Cream Foundation for Face Makeup, Oil- Control, Smooth and No Caking,Porcelain",[]
1,No instructions.,"I have no idea how to use this, all instructions were in Korean! Help!!!",B07PKLBM1Y,B07PKLBM1Y,AHZNN27CJBOXJLVT62PO47CCWTKQ,1.57E+12,2,TRUE,"Dr. Althea Aurora Cover Cushion (23 Sand), SPF 50+/PA +++ - Refill Included (23 Sand)",[]
5,This is THE molecule for you!,"I bought Molecule 2 first, after watching a YouTube video about boosting fragrances that don't project well.  That one, to me, smelled like cotton candy.  Since these won't break the bank I decided to order Molecule 1 and Holy Moly!  I love that it is a pure molecule - you know how fragrances these days smell very complex?  Well, this is a simple, basic note that to me smells metallic and musky, in a VERY good way!  My nose picks it up very well and it is gorgeous - I will layer my weaker YSL fragrances with it but I will also wear it alone because I like it that much!  To me it is definitely a masculine scent, and I agree w/ others - it probably depends on your skin chemistry with this, which to me is a unique bonus - because that makes it a different scent on every person.  Since this takes 3 weeks to arrive and the bottle is not that big, I will be buying another very soon!  Highly recommend :)",B01M7RAAI4,B01MCV9VMA,AFSXKZ6V7662PBRUCJVSBBJ653ZA,1.62E+12,11,TRUE,Molecule Scent 01 - Iso E Super by TRiBUTE8 (100ml),"['Iso E Super is an aroma-chemical, which, on its own, is less of a fragrance than an effect. Almost transparent in colour it has a vague sweet cedarwood-like scent imparting a male, woodsy, musky type aroma. It is known as the invisible fragrance, and has also been likened to a modern day Love Potion No.9! The reason for this is that it has been known to mimic the action of human pheromones. Although not a pheromone itself, it has the effect of other people noticing you or your fragrance but not quite being able to put their finger on the reason why. This is because ordinary fragrances are designed to project themselves over a wide radius, whilst Iso E Super is designed to cling to the skin, swapping itself between opulence and simplicity, sometimes being quite noticeable, sometimes undetectable. The wearer may notice a subtle, velvety, woody note which will vanish, then re-surface after some time. More than this, she or he will notice the impact the fragrance has on other people, because Iso E Super lends an indefinable allure to the wearer. In fact, its effect is almost pheromonic.']"
5,I love this stuff...,Great on my skin...just wish that it had a bit more of the rose fragrance...,B08Y66XSRG,B08Y66XSRG,AHST3IJHIEE4ODSERNYBNS4ZO6RQ,1.65E+12,1,FALSE,"HERITAGE STORE Rosewater & Glycerin Bundle | Hydrating Facial Mist for Dewy, Radiant Skin | No Dyes or Alcohol, 8oz, 4oz","['Get glowing with our Rosewater & Glycerin Bundle. Get 8oz and 4oz sizes of our hydrating facial mist and save!   Think of this as our signature Rosewater taken to the next level. Great for dry to combination skin, Heritage Store Rosewater & Glycerin Hydrating Facial Mist softens and refreshes with soothing Damask Rose Oil. Vegetable Glycerin, a powerful humectant, locks in moisture for the radiant, dewy skin you’ve always wanted, while Vor-Mag Water recharges and energizes your complexion and helps lift your mood.  Make this the final step in your getting-ready routine. Spray on Rosewater & Glycerin to keep makeup in place, then mist your face liberally throughout the day for a fresh, natural glow. Use it under your nighttime moisturizer or lotion for extra hydration. Then spray a little on your hair to add softness, reduce frizzing and hydrate your scalp – it’s great for locs too!  Special bundle price offers an 8oz size for home and a 4oz version to take with you for on-the-go makeup refresh or a spritz of hydration throughout the day. Our Rosewater & Glycerin is made with only three ingredients, so it’s good for your skin and for the planet. It contains no dyes or alcohol, is free of parabens, sulfates and phthalates, and is vegan and always cruelty free.  Try Rosewater & Glycerin for fresh, dewy skin and a natural glow!']"
5,Great product. will buy again,Works perfect. Great product. Easy to use and remove.,B0105N58CG,B0105N58CG,AGDQP43DS5BVAMVSI6AKTEMFQVTQ,1.53E+12,0,TRUE,Baisidai Black 1000-Pack of Silicone Micro Rings Links Beads For Human Feather Hair Extension Tip,[]
3,Strong chemical smell and taste,I really wanted to like this. I got it to replace my old one which finally stopped working. The buttons on this one are too close making it hard to control. And it is hard to fully drain the reservoir. But mostly it has a strong chemical/plastic smell and taste that has not faded at all with use. I’ve tried everything- even putting mouthwash in the reservoir but it’s still an overpowering chemical smell and taste. I cannot recommend this.,B08DXCV8GX,B08DXCV8GX,AFFAEKY2TJDXVATEM7BK265ZJR6Q,1.61E+12,0,TRUE,"Hanasco Cordless Water Flosser Teeth Cleaner, Dental Oral Irrigator for Braces & Bridges Care, IPX7 Waterproof, 3 Modes with 4 Jet Tips",[]
5,Versatile and well made,This is a great set. I'd been reading about dry brushing and while I was looking online I found this. For the price I got the dry brush/massage head plus the foot care multi-use tool and a hairbrush (which works great for my thick curly hair). This would be a great gift for anyone who is active and health conscious! It's high quality and really well made. I recommend it highly.,B07HKKFT7T,B07HKKFT7T,AFFAEKY2TJDXVATEM7BK265ZJR6Q,1.54E+12,5,TRUE,"Dry Body Brushing Set - Natural Bristle Shower Brush - Remove Dead Skin & Toxins, Cellulite Treatment, Improves Lymphatic Functions, Exfoliates, Stimulates Circulation, Head to Toe Skin Glowing Set",[]
1,Not sharp enough for my thick hair type.,"I Brought this to shave my beard with. My hair is very thick and this doesn't cut it properly, it pulls the hairs and gets stuck. It's not shop enough to cut my type of hair properly.",B07LB539M2,B07LB539M2,AGXVY54JEQ4A3KEE47ZLGBNG2EZQ,1.56E+12,1,TRUE,"T Outliner Ceramic Replacement Cutter, GTX blades",['Keep your clippers in top working order with these replacement cutters! Replacing a defective or broken cutter is less expensive than replacing the entire blade Made from extra strong ceramic material to resist chipping and breaking']
5,Perfect for your VSCO girl!,My 12 year old daughter loved getting these for Christmas! They are super soft and held her long braids and ponytails beautifully!,B07Z9VL5F3,B07Z9VL5F3,AF2JJI6GFTW6C6AXOXRDQ46JB2HQ,1.61E+12,0,TRUE,R HORSE 6 Pcs Faux Fur Hair Scrunchies Fuzzy Furry Artificial Rabbit Fur Elastics Ties Fluffy Pom Pom Hair Band Ponytail Holder Hair Accessories Wrist Band for Women Lady(6 Colors),[]
5,Easy to use!,I wish I knew about this earlier! The scent doesn't smell artificial-- it's clean. I love that it holds and doesn't build up.,B08ZYXV85F,B08ZYXV85F,AEUE7INW7BVOXXFQPIGWBATER7OQ,1.64E+12,1,TRUE,Lucci’s Childrens Grooming Supply Baby Hair Gel – 5oz Plant-Based Styling Hair Pomade for Infants – No Parabens or Sulphates – Medium Shine and Strong Hold Hair Paste for Kids,[]
5,works,Small,B08L5KN7X4,B08L5KN7X4,AEJA6CVSRA4LVGGFZPQ7DRE4SVPA,1.66E+12,0,TRUE,Meeteasy Dental Cleaner Tool Kit - Dental Care for Adult - 100% Proven Safe,[]
4,"I like them. You might, too.","Durability is a problem, as the ones I’ve used are already longer than the ones I haven’t.<br />Stretch: plenty of that.<br />They were cheap so I have to say they’re pretty good value for money.<br /><br />I like these because I can wrap them very, very tightly around my hair, much more than ordinary elastics.<br /><br />I didn’t like how the little hooks are a little bit scratchy, and they also catch in clothing and things.",B08JD8NK52,B08JD8NK52,AG5LS5WIMBA5BU52ZOEHCRFBZLVQ,1.62E+12,0,TRUE,"20 PCS Hair Styling Ponytail Hooks, Bagvhandbagro Black Hair Clips Elastics Ties Elastic Bands, Women Girls Ponytail Hooks Holder Rubber Bands Hair Bungee Cords with Hooks",[]
1,Way overpriced,Junky for the price. I got a refund.,B003XKUGIA,B003XKUGIA,AG5LS5WIMBA5BU52ZOEHCRFBZLVQ,1.44E+12,1,TRUE,Hairart Mini Yellow 6pc Self Gripping # 13313,[]
5,Halal/Kosher,Only product I've seen that doesn't use Boar bristles. Good if you are Muslim or Jewish lol<br />Works well!,B01MR513G3,B01MR513G3,AFSJLDJEF5NM4KGGWNJLYSTLFG4Q,1.58E+12,0,TRUE,Beard Brush for Men - Round Wooden Handle Perfect for Beard Oil & Balm with Natural Soft Horse Hair Bristles Styling & Grooming Tool Helps Softening and Conditioning,[]
2,Old product,Foundation  separated in bottle,B00I6JLQ64,B00I6JLQ64,AHTH72MEATY4JZYS3UPWFMKMUDZA,1.58E+12,1,TRUE,"Femme Couture Get Flawless 8-in-1 Foundation Fair, 1.0 fl. oz / 30 ml",[]
5,Peroxide,"Good stuff, done a good job on my cow skull heads",B00TP1IZDE,B00TP1IZDE,AH63M3FEFJWMTXGSJT4L2QUYECOQ,1.51E+12,3,TRUE,SUPER STAR 40v Stabilized Crystal Clear Liquid Peroxide 3.8 L / 1 Gallon (1-Count),['Super Star Liquid Peroxide - 40V 1 Gallon - HC-50409']
5,Oral-B Power Tip,This product was recommended by my dentist to help clean between my teeth. It is a great compliment to the regular tips that I have been using for quite some time now.,B0002KHUCO,B0002KHUCO,AEIZGGEXPPODQBN45AZ6CDYQ2UGQ,1.32E+12,0,TRUE,"Oral-B Power Tip Premium Rechargeable Power Toothbrush Brush Head Refill, 1 count","['Oral B Interspace Replacement Brush Head is designed for cleaning between teeth as well as around bridges, crowns and implants.']"
5,Five Stars,Very good I lover is practically and  strong come very fast,B072JG4J52,B072JG4J52,AFTVHV6GFDB7GNNYVT7CORHNPADQ,1.50E+12,0,TRUE,Sunglass Holder (visor clip for cars) by Lens Swap,[]
5,Five Stars,Small so nice,B01JW4YWWG,B01JW4YWWG,AFTVHV6GFDB7GNNYVT7CORHNPADQ,1.50E+12,0,TRUE,Maketop TM Cosmetic Bag Black and White Polka-Dot Makeup Bag,[]
3,"Meh, expensive and does not last long.","I used this kit twice and found that it wears off on the tips of my nails really fast like three days into a fresh manicure. IMHO for $20 a bottle for polish + their topcoat, etc<br />Sorry but my inlp, orly, and Revlon lasts a full two weeks and then some",B099LMRMV1,B099LMRMV1,AH3XAZFUSPZXM3MSE4OACELKNUAQ,1.65E+12,0,TRUE,"Dazzle Dry Mini Kit 4 Step System - Justice, a dark blue shimmer in a cobalt base with subtle teal speckle. Full coverage. (5 Piece Kit)",[]
3,too small,I like that these bags are clear but way to small..i sent them back for a refund,B077D3MNHF,B077D3MNHF,AEJGJCIS6D7UU53NEZM7TLP6HHPA,1.52E+12,0,TRUE,"TSA Approved Clear Travel Toiletry Bag, Premium EVA Waterproof Travel Bag with Heavy Duty Zipper, Airline 3-1-1 Carry On Compliant Bag for Men Women- Great for Liquids/Bottles",[]
5,awesome,"Really good chality, it didnt smell and stayed on my face....",B003AT6ZVQ,B003AT6ZVQ,AEJGJCIS6D7UU53NEZM7TLP6HHPA,1.48E+12,0,TRUE,Liquid Latex 4 oz,['Liquid Latex 4 oz']
5,Love these,Quality Toenail Clippers,B07FVM1VQ1,B07FVM1VQ1,AG3UDOU676OJ5FAJNSLPZ7223JWA,1.55E+12,0,FALSE,Lulultn Heavy Duty Toe Nail Clippers Toenail Clippers for Thick Nails Toenails for Seniors Men,[]
2,Dries up,"Initial smell was what I hoped for.  Love the smell of fresh basil.  But after a week or so the smell from the deodorant disappeared and the remaining deodorant was very hard in comparison to other stick deodorant.  So, I used it 2-3 times and then threw it out.  Not a value buy.  Avoid!",B08142NX9C,B08142NX9C,AG2DACJELOIDONMPUB2NN7X4XPTA,1.63E+12,0,TRUE,"Bright Earth Organic - Natural Deodorant w/ Magnesium and Aloe Free of Aluminum, Baking Soda, Parabens, Sulfates, Gluten, Cruelty – for Men and Women - Fresh Basil Scent (2.65 oz)",[]
3,Not exactly what I was expecting,"Product was a little to lightweight or thin for me , run like water ? Maybe just a bad batch .",B08KFFW9H1,B08KFFW9H1,AGYO44ULFQAAJRAHBBJN3H5IJL4Q,1.67E+12,0,TRUE,"IT Cosmetics Your Skin But Better Foundation + Skincare, Light Neutral 21.5 - Hydrating Coverage - Minimizes Pores & Imperfections, Natural Radiant Finish - With Hyaluronic Acid - 1.0 fl oz",[]
5,Five Stars,"Best product for new moms , works great !!",B01M1G9IYV,B01M1G9IYV,AGYO44ULFQAAJRAHBBJN3H5IJL4Q,1.51E+12,1,TRUE,"Birth Song Botanicals Organic Nipple Cream for Breastfeeding Mothers, Lanolin-Free Herbal Salve, Safe for Baby, 1.5oz Jar",[]
5,Great Brush,Great brush.  I like it even more than my old boar brush.  It gets the job done but is soft and gentle and I think there is less hair pulled out.,B06XDN96Y7,B06XDN96Y7,AETELELVXF6HL652R2KTLHFZ5OXQ,1.50E+12,1,TRUE,Mikobox Handmade Natural Boar Bristle Green Sandalwood Wooden Hair Brush MB-06,[]
4,Love this stuff,"Love this stuff. Makes my skin so soft, keeps my nail cuticles moisturized. The plunger stopped working or I would have given it a 5.",B01LFO6IZK,B01LFO6IZK,AFA5G5JB254DAVVDL6OY2SFQOHLA,1.51E+12,2,TRUE,"Inn&Co Highest Quality Organic Moringa Oil - 4 fl Oz - 100% Pure, Undiluted, Cold Pressed, And Unrefined - Hexane-Free - 365 Day Guarantee",[]
4,I like these. I do eyelash extensions and these work ...,I like these.<br /> I do eyelash extensions and these work great and are a good price.<br />  Its nice that they are individually packaged<br /><br />I bought these a second time because I like them:),B01AZDORLY,B01AZDORLY,AEI42NAE7RRX4YGEIVZANIJDQE4A,1.46E+12,4,TRUE,FlyItem® 50 Pairs Professional Ultrathin Lint Free Facial Under Eye Gel Patches For Eyelash Extension,"[""Instead of using surgical tape or even cellophane tape to hold down lower lashes ,the collagen eye patches are used during the eyelash extension process for client comfort. These Eye patches stimulate the skin's collagen to brighten the skin under the eye during the eyelash extension treatment. The Firming and Brightening Eye Patch uses the patented technology that slowly releases moisture and nutrients to your eye area by harnessing the warmth of your skin. As a result, your under-eye area is more hydrated, less puffy, your skin elasticity is improved and your dark eye circles diminished over time. When used during the eyelash extensions service, it holds down the lower lashes while giving a luxurious treatment to the under eye area. As it is lint-free, there are no stray strands of lint or fiber to spoil the look of your eyelash extensions."", 'Package Including:', '50 pairs', 'Size:', '7cm x 2.8 cm each tape', 'Uses :', 'Covering the lower lashes during eyelash extension', 'Cautions :', '*Keep out of reach of children.  *For external use only.  *Avoid contact with eyes.If cantact does occur,flush  *eyes with cool water.  *Avoid using on skin which is sensitive to bandages,tapes or peel-off masks.  *Avoid using on blemishes,pimples,irritated or sunburned skin.  *Use immediately after opening.', 'lngredients :', 'Water,Glycerin,Allantoin,Sorbitol,Sodium Polyacrylate,Cellulose Gum,Polyacrylic Acid,Ricinus Communis (Castor),Seed Oil,Triethylhexanoin,Kaolin,Tartaric Acid,Aluminum Glycinate,Titanium Dioxide,Disodium EDTA,Methylisothiazolinone,lodopropynyl-butylcarbamate,Tocopheryl Acetate,Aloe Barbadensis Leat Extract']"
3,"Despite the reviews, I thought it was rough on my hair","Despite the reviews, I thought it was rough on my hair - it seems to cause more of my hair to fall out when I use it (it comes out in clumps especially with the conditioner) and my hair seems just as brittle as before.  It wasn't the miracle cure I was hoping for.",B08RZ16QK6,B08RZ16QK6,AFYK6GZMUXJF5JBITBRT7HQCCU7Q,1.64E+12,2,TRUE,"bust your brass cool blonde repair conditioner amika, 8.45 Fl Oz (Pack of 1)",[]
5,Five Stars,fast shipping good price.,B00IVZDCP6,B00IVZDCP6,AH6F632CD6RX3KLCUFM5VDOFPOFA,1.44E+12,0,TRUE,"Dermasil Advanced Treatment Creamy Lotion Dry Skin Moistuizer and Protectant 8 Oz,3 Pack",[]
5,Great brush,Great brush,B00R1TAN7I,B00R1TAN7I,AHA3EP64IZKQ3DPZB7FQGCJ4NKGQ,1.56E+12,0,TRUE,"GranNaturals Boar Bristle Smoothing Hair Brush for Women and Men - Medium/Soft Bristles - Natural Wooden Large Flat Square Paddle Hairbrush for Fine, Thin, Straight, Long, or Short Hair",[]
5,Something to Keep On Hand,"Great for those times when you can't wash your hair in the conventional manner (e.g., in the hospital).  I was amazed at how well it worked!  I have bought a couple of these to keep on hand &#34;just in case.&#34;",B0002DO11E,B07CBJ9ZJZ,AHBLWM4SISZQIFP37ZAR2M63B5BQ,1.42E+12,3,TRUE,Comfort Bath® Rinse-Free Shampoo Cap,[]
5,great product!!,"It works great, I use it everytime i get out of the shower and before I go out of the house! Makes my beard look fuller and I look more mature with it on!",B08LZSHQCF,B08LZSHQCF,AFJSA7KZHKXIIZMII5COFE4JHSXA,1.62E+12,0,TRUE,"Beard Pencil Filler For Men,4 Tip Beard Filler Pen Kit Beard Pen & Beard Brush Male Mustache Repair Shape, Effective Enhance Facial Hair Waterproof Proof and Sweat Proof Solution (Dark Brown)",[]
1,product not as illustrated and not effective,"the illustration is for the original product which I have used in the past.  The product shipped was in a different container, orange color, and I have tried it in the past.  It is not effective.<br /><br />The grey colored package was effective; the orange is not.<br /><br />Will return product.",B004BC62MI,B004BC62MI,AGKOZBEBJ6OAXX6CXLDUUW3ERYGQ,1.39E+12,1,TRUE,Fresh Balls The Solution For Men - 5 oz,"['Product that prevents wetness and the uncomfortable feelings of being sweaty, sticky, and chafing in the groin area, which all men suffer from. natural product and is formulated to keep your private area fresh and dry, and solves the perspiration problem.']"
2,I have gotten better brushes by Goody,"I don't have thick hair, my hair is on the thinner side and this brush does not penetrate my hair.  I have gotten better brushes by Goody.  Also, the bristles themselves are very short, which is parts of the problem, if they were longer this would be a nicer brush.",B00R1TAN7I,B00R1TAN7I,AHMIKF5AKBLPJIHITHA4K3HKB4NQ,1.43E+12,1,TRUE,"GranNaturals Boar Bristle Smoothing Hair Brush for Women and Men - Medium/Soft Bristles - Natural Wooden Large Flat Square Paddle Hairbrush for Fine, Thin, Straight, Long, or Short Hair",[]
2,Smells like warm beer. Gross. Now I can't  unsmell it.,"Purchased this a while back, just started using it this week. It smells like warm beer. Ugh.",B06XKWVGQZ,B08XMBHL8C,AGXGCFOTTVBSFOTRB5V5BISL52EQ,1.59E+12,0,FALSE,"MARLOWE. 002 Extra Moisturizing Body Lotion 15 oz | Daily Lotion for Dry Skin for Men and Women | Light Fresh Scent | Made with Natural Ingredients | Vegan, Cruelty-Free",[]
5,Little pricey,Easy to use ingredients organic,B083VSDQS6,B083VSDQS6,AHVFOMUHI6ABFZO6AAF7C5NY47QA,1.61E+12,0,TRUE,"Juboury Bath Bombs Gift Set- 9 Organic & Natural Handmade Bubble Fizzies Spa Bomb, Shea Cocoa Butter Moisturize, Bath Gift for Women or Kids, Gifts for Christmas Birthday Valentines Mothers Day",[]
4,GOOD BUT NOT ALWAYS GREAT,"I loved this shampoo and conditioner for the first several weeks that I purchased it again.<br />However, after continued use it seemed to have a build up on my hair weighing it down<br />and causing frizz on the thinner front of my hair. My hairdresser confirmed that overuse<br />will build up the oil from the Argan Oil Shampoo and Conditioner. I have decided to use<br />it occasionally instead of every time I wash my hair. I will use Matrix Biolage advance Full<br />density shampoo and conditioner in between using the Argon shampoo and conditioner.",B01GS7QKQQ,B01GS7QKQQ,AFEIAXTN7DK2AIBZ32YBPLNSN7NA,1.50E+12,4,TRUE,"Argan Oil Shampoo and Conditioner Set - Sulfate Free All Natural Hair Repair Treatment, Clarifying Volumizing & Moisturizing, Color Safe, Gentle for Curly & Color Treated Hair Gift Set (2x 8oz)",[]
5,Life savior,"The first review was very helpful. I'm so happy with my purchase. This product covers all my dark spots, then i apply my foundation on top. It's a pink color, i warm it with my fingers, apply on needed spots even pimples, leave it for few minutes before the foundation. Amazing result!  Good for olive skin tone/medium tan. It's a creamy product, so obviously in a hot weather the result would be different.",B0047KY1BI,B0047KY1BI,AFDRWGHQ5R6LXDNXH7D3P2TZPHIA,1.49E+12,0,TRUE,Paraben Free Color Corrector Complexion Fixer Orange Covers Blue Tones,[]
5,So happy with my purchase,Exactly what I wanted.  Smooth Jade stone works great for massaging my shoulder (after replacement surgery) and my face (Trigeminal neuralgia).  Didn’t realize the handle between is a strong spring coil rather than metal rod which allows it to flow smoothly rather than jab across the skin.  Love it.,B079RBD6M5,B079RBD6M5,AGILSSXSUNU533TSSALZE3Z5SKYQ,1.55E+12,1,TRUE,Futur3 Beauty Jade Roller Massager for Face and Neck- Facial Massage Roller for Rejuvenated Younger Looking Skin- Premium Quality Skincare Tool Prevents Wrinkles - Cosmetic Tool for Facial Beauty,"['When it comes to our customers’ satisfaction, we have one rule: settle for nothing but the best. That’s why we work only with premium quality products and suppliers, that are guaranteed to deliver to our high expectations.', 'Why is this product for you?', 'Because you deserve to have a perfect looking skin and a healthy facial tonus without having to spend a fortune for best results. Because relaxing and de-stressing after a hard office day is now at your immediate reach with this great jade massage roller.', 'Some of the amazing features of this product:', '· 100% original jade stone;', '· Extremely resistant, doesn’t break;', '· Increases blood flow;', '· Aids lymphatic drainage;', '· Eliminates toxins;', '· Rejuvenates skin and reduces wrinkles and dark circles;', '· Increases elasticity;', '· Can be used with face masks;', '· Massage your shoulders or neck for extra benefits and relaxing time.', 'ADD TO CART NOW and reap all the benefits this exceptional jade massage roller has to offer!']"
4,"5-star gold and silver, 2-star white and pink","The gold and silver are great, 5 stars. The white and pink are really watery and take 3+ coats to really show up. But I like the gold and silver enough that it was still a good purchase for me.",B07RBP4Y75,B07RBP4Y75,AGBZ5CESN6NEOAFSAZ6BTJEWWYZQ,1.57E+12,2,TRUE,"Eternal Nail Polish Set 4 Piece Kit: Long Lasting, Quick Dry and Cruelty Free. Made in USA - 0.46 Fluid Ounces Each (Metallics Flashback)",[]
5,"great color, great polish",I love it. I only need one coat. it's great to use for marbling.,B073QQCSFQ,B073QQCSFQ,AEMCB2N2KBEIHIUQFNHLYQVITFFQ,1.54E+12,1,TRUE,"China Glaze Nail Polish, Haute & Heavy 1566","['China Glaze Nail Polish, Haute & Heavy, 1566, .50 fl. oz.Dark charcoal grey shimmer nail color.China Glaze Street Regal Collection.']"
1,Worthless,This is blatantly plastic landfill. This won't protect anyone and is a waste of money.,B08J48HQCZ,B08J48HQCZ,AGZVUCEB522NLEHQNXMN3ZM3UW7Q,1.66E+12,0,FALSE,YOOYA Transparent Reusable Safety Open Face Food Protective Mouth Cover Plastic Face Mouth Reusable Cover Sanitary (10pcs),[]
3,It is painful 😣,It lacks padding.  Beauty is pain.,B01N6ZPGVL,B01N6ZPGVL,AGQ2Y2JWSMDOMKGU6QN5MRDULJFA,1.65E+12,1,TRUE,Sephora Collection x Utowa PRO Universal Curler,"['A lash curler that fits perfectly on the eyelash line for the ultimate in comfort and beauty. The precise angles and curved thickness of this unique curler shapes lashes with ease. Handmade exquisitely by craftsmen in Japan, this tool fits most eye shapes for a lifted look and is designed for makeup artists and everyday users alike. This product comes with two replacement silicone pads and is made of steel. This product is not tested on animals.']"
2,Meh,"Nothing remarkable happened except one yawn, half a tear and the mascara was running & burning my eyes! Off it came!",B07R3D2R5V,B07R3D2R5V,AG32V6BCURB7Q7D6PZDE74ZWNADQ,1.61E+12,0,TRUE,Kat Von D Go Big Or Go Home Mascara trial size in Trooper Black - 2.5 mL,"['COLOR: Trooper Black - true black What it is: An extreme-volume, vegan mascara with flake- and smudge-resistant, long wear, powered by plant-based fats. Suggested Usage: -Swirl Before You Swipe: Like with any new mascara, swirl the brush around inside the tube prior to application to make sure it’s nice and saturated with the mascara formula. -Grab and Wiggle: For love at first swipe, grab lashes at the roots and wiggle through the tips. -Add more layers to turn up the volume. This 100-percent vegan formula contains a plant-based blend of waxes from olive and sunflower oils, which provide the base for extreme volume. The Fluff Brush has wavy-fiber bristles that coat each lash for fluffy, full coverage, in the ultra-intense shade Trooper Black. Brand: Kat Von D This 100-percent vegan formula contains a plant-based blend of waxes from olive and sunflower oils, which provide the base for extreme volume. The Fluff Brush has wavy-fiber bristles that coat each lash for fluffy, full coverage, in the ultra-intense shade Trooper Black.']"
1,Not elastic.,These are tiny and have zero elastic properties.,B09YYXF7BW,B09YYXF7BW,AFNQI35STQOMCTN2BWQJ2GSEFKGQ,1.66E+12,0,TRUE,"1000 Pcs Hair Rubber Bands,Mini Hair Ties,Soft Elastics Bands Small Hair Ties,for Women,Girls,Men,Audits,Ponytails,Braids,Wedding Hairstyle Hair Accessories,with 2 pcs Hair Tail Tools.(Spring Colors)",[]
5,The Best I have Bought in Years at Exceptionally Good Price,"I am amazed at how great these extensions are.  I have been wearing real hair extensions for many years and started using tape ins about a year ago as they do so much less damage to my real hair, so I know about extensions.  I never know when I see some that look great but the price is low if they will really be good or they are mixed with synthetic and that makes styling a problem.  These extension made by Jaunhair are just gorgeous and they are all human hair as I can tell from the styling I do.  The hair is in superb condition, shiny and healthy looking and teh strands feel exceptionally strong. The coloring is beautiful and natural even. I have bought so many tape in extensions for twice and more the price many times that come nowhere near being this beautiful.  I was so please i turned around and ordered more immediately.  I have actually been considering adding some blue and other colors to my hair and I will be buying these extensions to do so so was happy to see some of the colors I wanted were available.  If you are considering some tape in extensions these are the ones to get, you will look like you wearing $150 dollar extensions but you will only be paying a quarter of the price.",B08HV4Z1FX,B08HV4Z1FX,AFODL3VAKGTBOWDCE27ISM2RQTFA,1.61E+12,0,TRUE,Tape in Hair Extensions Silver Gray 100% Remy Human Hair Extensions Silky Straight for Fashion Women 20 Pcs/Package(16Inch #Sliver Gray 30g),[]
